ASD Acronym,Designation,Title of Standard,Project Action,Date SA PINS,Date SA BSR8,Date Final Action,PR status,CON_id::Email,__pk_PSA_id
NSF,ANSI/NSF 416-2014 (i2r1)),Sustainability Assessment for Water treatment chemical products,(new standard),,11/21/2014,01/14/2015,Approved,jevans@nsf.org,167164
NSF,ANSI/NSF 416-2017 (i4r1),Sustainability assessment for water treatment chemical products,(revision of ANSI/NSF 416-2014 (i2r1))),,06/30/2017,07/30/2017,Approved,jevans@nsf.org,174344
NSF,ANSI/NSF 416-2022 (i5r1.1),Sustainability Assessment for Water Treatment Chemical Products,(revision of ANSI/NSF 416-2017),,10/07/2022,11/23/2022,Approved,jevans@nsf.org,190014
NSF,ANSI/NSF 418-2014 (i3r1) (R2019),NSF 418-2014 - Residential Wastewater - Effluent Filters Longevity Testing,(reaffirmation of ANSI/NSF 418-2014 (i1r1)),,02/08/2019,03/27/2019,Approved,jevans@nsf.org,179399
NSF,ANSI/NSF 418-2024 (i4r1),Effluent Filters - Field Longevity Testing,(revision of ANSI/NSF 418-2014 (r2019)),,12/01/2023,01/04/2024,Approved,jevans@nsf.org,193717
NSF,ANSI/NSF 419-2015 (i1r3),Public Drinking Water Equipment Performance - Filtration,(new standard),02/01/2013,11/07/2014,01/02/2015,Approved,mleslie@nsf.org,161822
NSF,ANSI/NSF 419-2018 (i3r1),NSF 419 - 2015 Public Drinking Water Equipment Performance - Membrane Filtration,(revision of ANSI/NSF 419-2015),,08/11/2017,08/31/2018,Approved,mleslie@nsf.org,174717
NSF,ANSI/NSF 419-2018 (i4r1),419 - 2015 Public Drinking Water Equipment Performance - Membrane Filtration,(revision of ANSI/NSF 419-2015),,10/06/2017,02/23/2018,Approved,mleslie@nsf.org,175332
NSF,ANSI/NSF 419-2018 (i5r1),NSF 419 -  Public Drinking Water Equipment Performance – Membrane Filtration,(revision of ANSI/NSF 419-2015),,06/22/2018,07/22/2018,Approved,mleslie@nsf.org,177515
NSF,ANSI/NSF 419-2018 (i6r2),Public Drinking Water Equipment Performance – Membrane Filtration,(revision of ANSI/NSF 419-2015),,09/14/2018,10/14/2018,Approved,mleslie@nsf.org,178446
NSF,ANSI/NSF 419-2018 (i7r2),NSF 419 -  Public Drinking Water Equipment Performance – Membrane Filtration,(revision of ANSI/NSF 419-2015),,08/03/2018,09/02/2018,Approved,mleslie@nsf.org,178066
NSF,ANSI/NSF 419-2018 (i8r2),NSF 419 -  Public Drinking Water Equipment Performance – Membrane Filtration,(revision of ANSI/NSF 419-2015),,09/21/2018,11/15/2018,Approved,mleslie@nsf.org,178529
NSF,ANSI/NSF 419-2024 (i12r1),Public Drinking Water Equipment Performance – Filtration,(revision of ANSI/NSF 419-2018),,11/24/2023,03/06/2024,Approved,mleslie@nsf.org,193652
NSF,ANSI/NSF 42-2014 (i79r2),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2013),,05/09/2014,10/16/2014,Approved,mleslie@nsf.org,165598
NSF,ANSI/NSF 42-2014 (i80r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2013),,09/26/2014,11/03/2014,Approved,mleslie@nsf.org,166798
NSF,ANSI/NSF 42-2015 (i73r5),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2014),,04/17/2015,05/19/2015,Approved,mleslie@nsf.org,167963
NSF,ANSI/NSF 42-2015 (i82r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2014),,03/20/2015,04/19/2015,Approved,mleslie@nsf.org,167747
NSF,ANSI/NSF 42-2015 (i83r2),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2014),,05/01/2015,05/31/2015,Approved,mleslie@nsf.org,168521
NSF,ANSI/NSF 42-2015 (i84),Drinking Water Treatment Systems - Aesthetic Effects,(revision of ANSI/NSF 42-2014),,09/18/2015,10/27/2015,Approved,mleslie@nsf.org,169429
NSF,ANSI/NSF 42-2015 (i85),Drinking Water Treatment Systems - Aesthetic Effects,(revision of ANSI/NSF 42-2014),,07/31/2015,09/21/2015,Approved,mleslie@nsf.org,168850
NSF,ANSI/NSF 42-2016 (i75r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2015),,07/15/2016,08/29/2016,Approved,mleslie@nsf.org,171452
NSF,ANSI/NSF 42-2016 (i92r1),NSF 42-2016 -  Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2015),,08/05/2016,09/19/2016,Approved,mleslie@nsf.org,171552
NSF,ANSI/NSF 42-2017 (i87r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2015),,07/22/2016,04/26/2017,Approved,mleslie@nsf.org,171474
NSF,ANSI/NSF 42-2017 (i90r1),NSF 42-2016 -  Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2016),,04/07/2017,11/08/2017,Approved,mleslie@nsf.org,173565
NSF,ANSI/NSF 42-2017 (i91r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2015),,10/21/2016,04/11/2017,Approved,mleslie@nsf.org,172358
NSF,ANSI/NSF 42-2017 (i93r1),NSF 42-2016 -  Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2016),,05/12/2017,10/24/2017,Approved,mleslie@nsf.org,173880
NSF,ANSI/NSF 42-2017 (i94r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2016),,05/12/2017,06/13/2017,Approved,mleslie@nsf.org,173906
NSF,ANSI/NSF 42-2017 (i95r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2016),,07/21/2017,08/24/2017,Approved,mleslie@nsf.org,174522
NSF,ANSI/NSF 42-2017 (i96r1),NSF 42-2016 -  Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2016),,09/08/2017,10/27/2017,Approved,mleslie@nsf.org,175010
NSF,ANSI/NSF 42-2018 (i97r2),NSF 42 -  Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2017),,06/22/2018,07/31/2018,Approved,mleslie@nsf.org,177555
NSF,ANSI/NSF 42-2018 (i99r1),NSF 42 -  Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2017),,07/13/2018,08/13/2018,Approved,mleslie@nsf.org,177699
NSF,ANSI/NSF 42-2019 (i101r1),NSF 42 -  Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2018),,08/02/2019,09/05/2019,Approved,mleslie@nsf.org,181053
NSF,ANSI/NSF 42-2019 (i98r1),NSF 42 -  Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2018),,02/08/2019,04/01/2019,Approved,mleslie@nsf.org,179414
NSF,ANSI/NSF 42-2020 (i102r1),NSF 42 - Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2019),,03/27/2020,04/29/2020,Approved,mleslie@nsf.org,182975
NSF,ANSI/NSF 42-2020 (i104r1),NSF 42-2020:  Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2019),,06/26/2020,08/17/2020,Approved,mleslie@nsf.org,183806
NSF,ANSI/NSF 42-2020 (i105r1),NSF 42 -  Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2019),,07/17/2020,08/16/2020,Approved,mleslie@nsf.org,184003
NSF,ANSI/NSF 42-2020 (i106r2),NSF 42-2020: Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2019),,10/02/2020,11/25/2020,Approved,mleslie@nsf.org,184115
NSF,ANSI/NSF 42-2020 (i107r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2019),,09/18/2020,10/18/2020,Approved,mleslie@nsf.org,184405
NSF,ANSI/NSF 42-2021 (i108r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2020),,11/20/2020,01/04/2021,Approved,mleslie@nsf.org,184855
NSF,ANSI/NSF 42-2021 (i110r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2019),,01/01/2021,05/20/2021,Approved,mleslie@nsf.org,185106
NSF,ANSI/NSF 42-2021 (i111r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2020),,04/09/2021,05/24/2021,Approved,mleslie@nsf.org,186153
NSF,ANSI/NSF 42-2021 (i112r1),NSF 42: Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2020),,03/26/2021,05/25/2021,Approved,mleslie@nsf.org,185921
NSF,ANSI/NSF 42-2021 (i113r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2020),,06/11/2021,10/11/2021,Approved,mleslie@nsf.org,186591
NSF,ANSI/NSF 42-2021 (i114r2),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2020),,09/10/2021,10/20/2021,Approved,mmilla@nsf.org,186810
NSF,ANSI/NSF 42-2021 (i115r2),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2020),,10/01/2021,10/31/2021,Approved,mmilla@nsf.org,186910
NSF,ANSI/NSF 42-2021 (i116r2),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2020),,07/02/2021,08/01/2021,Approved,mleslie@nsf.org,186725
NSF,ANSI/NSF 42-2021 (i118r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2020),,07/02/2021,08/16/2021,Approved,mleslie@nsf.org,186808
NSF,ANSI/NSF 42-2021 (i119r2),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2020),,09/03/2021,10/14/2021,Approved,mmilla@nsf.org,186930
NSF,ANSI/NSF 42-2022 (i120r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2021),,08/19/2022,10/03/2022,Approved,mmilla@nsf.org,190084
NSF,ANSI/NSF 42-2022 (i121r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2021),,11/11/2022,12/12/2022,Approved,mmilla@nsf.org,190718
NSF,ANSI/NSF 42-2022 (i122r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2021),,09/02/2022,10/07/2022,Approved,mmilla@nsf.org,190189
NSF,ANSI/NSF 42-2022 (i123r1),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2021),,10/07/2022,11/07/2022,Approved,mmilla@nsf.org,190414
NSF,ANSI/NSF 42-2023 (i109r5),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2021),,12/02/2022,03/30/2023,Approved,mmilla@nsf.org,184859
NSF,ANSI/NSF 42-2023 (i117r2),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2021),,12/02/2022,02/24/2023,Approved,mmilla@nsf.org,190493
NSF,ANSI/NSF 42-2023 (i124r3),Drinking Water Treatment Units - Aesthetic Effects,(revision of ANSI/NSF 42-2022),,09/01/2023,10/17/2023,Approved,mmilla@nsf.org,190536
NSF,ANSI/NSF 42-2023 (i126r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2021),,12/09/2022,01/08/2023,Approved,mmilla@nsf.org,190845
NSF,ANSI/NSF 42-2023 (i127r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2022),,08/11/2023,09/18/2023,Approved,mmilla@nsf.org,192825
NSF,ANSI/NSF 42-2024 (i129r2),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2022),,01/26/2024,03/12/2024,Approved,mmilla@nsf.org,193737
NSF,ANSI/NSF 42-2024 (i133r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2022),,12/15/2023,01/30/2024,Approved,mmilla@nsf.org,193788
NSF,ANSI/NSF 42-2024 (i134r1),Drinking Water Treatment Units – Aesthetic Effects,(revision of ANSI/NSF 42-2022),,02/23/2024,04/09/2024,Approved,mmilla@nsf.org,194510
NSF,ANSI/NSF 426-2017,Environmental Leadership and Corporate Social Responsibility Assessment of Servers,(new standard),07/12/2013,06/23/2017,08/07/2017,Approved,jslomka@nsf.org,171845
NSF,ANSI/NSF 426-2018 (i3r1),Environmental Leadership and Corporate Social Responsibility Assessment of Servers,(revision of ANSI/NSF 426-2017),,08/17/2018,10/22/2018,Approved,jslomka@nsf.org,178165
NSF,ANSI/NSF 426-2018 (i4r1),Environmental Leadership and Corporate Social Responsibility Assessment of Servers,(revision of ANSI/NSF 426-2017),,08/17/2018,10/19/2018,Approved,jslomka@nsf.org,178164
NSF,ANSI/NSF 426-2018 (i5r1),Environmental Leadership and Corporate Social Responsibility Assessment of Servers,(revision of ANSI/NSF 426i5r1),,08/17/2018,12/21/2018,Approved,jslomka@nsf.org,178166
NSF,ANSI/NSF 426-2018 (i6r1),Environmental Leadership and Corporate Social Responsibility Assessment of Servers,(revision of ANSI/NSF 426-2017),,08/17/2018,10/19/2018,Approved,jslomka@nsf.org,178167
NSF,ANSI/NSF 426-2018 (i7r1),Environmental Leadership and Corporate Social Responsibility Assessment of Servers,(revision of ANSI/NSF 426-2017),,08/17/2018,10/19/2018,Approved,jslomka@nsf.org,178168
NSF,ANSI/NSF 426-2019 (i8r1),Environmental Leadership and Corporate SocialResponsibility Assessment of Servers,(revision of ANSI/NSF 426-2018),,11/01/2019,12/01/2019,Approved,jslomka@nsf.org,181940
NSF,ANSI/NSF 437-2021 (i1r2),Glossary of Wastewater Technology Terminology,(new standard),11/29/2013,07/23/2021,09/23/2021,Approved,jevans@nsf.org,164329
NSF,ANSI/NSF 437-2022 (i2r1),Glossary of Wastewater Technology Terminology,(revision of ANSI/NSF 437-2021),,10/21/2022,11/29/2022,Approved,jevans@nsf.org,190526
NSF,ANSI/NSF 437-2023 (i4r1),Glossary of Wastewater Technology Terminology,(revision of ANSI/NSF 437-2022),,10/06/2023,11/17/2023,Approved,jevans@nsf.org,193183
NSF,ANSI/NSF 437-2024 (i3r7),Glossary of Wastewater Technology Terminology,(revision of ANSI/NSF 437),,11/24/2023,02/27/2024,Approved,jevans@nsf.org,192221
NSF,ANSI/NSF 44-2014 (i35),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2012 (i34)),,05/09/2014,10/16/2014,Approved,mleslie@nsf.org,165609
NSF,ANSI/NSF 44-2014 (i36r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2013),,09/26/2014,11/03/2014,Approved,mleslie@nsf.org,166797
NSF,ANSI/NSF 44-2015 (i37r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2014),,03/27/2015,04/26/2015,Approved,mleslie@nsf.org,167749
NSF,ANSI/NSF 44-2015 (i38r2),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2014),,03/27/2015,04/26/2015,Approved,mleslie@nsf.org,167965
NSF,ANSI/NSF 44-2015 (i39),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2014),,09/18/2015,10/27/2015,Approved,mleslie@nsf.org,169447
NSF,ANSI/NSF 44-2016 (i41r1),NSF 44-2016 - Residential Cation Exchange Water Softenrers,(revision of ANSI/NSF 44-2015),,08/05/2016,09/19/2016,Approved,mleslie@nsf.org,171553
NSF,ANSI/NSF 44-2017 (i42r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2016),,05/12/2017,06/13/2017,Approved,mleslie@nsf.org,173907
NSF,ANSI/NSF 44-2017 (i43),NSF/ANSI 44 Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44 2016),,09/08/2017,10/27/2017,Approved,mleslie@nsf.org,175020
NSF,ANSI/NSF 44-2018 (i44r2),NSF 44 - Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2017),,06/22/2018,07/31/2018,Approved,mleslie@nsf.org,177582
NSF,ANSI/NSF 44-2021 (i48r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2018),,07/02/2021,08/16/2021,Approved,mleslie@nsf.org,186767
NSF,ANSI/NSF 44-2021 (i49r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2018),,08/20/2021,10/04/2021,Approved,mleslie@nsf.org,187169
NSF,ANSI/NSF 44-2022 (i50r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2021),,10/07/2022,11/07/2022,Approved,mmilla@nsf.org,190415
NSF,ANSI/NSF 44-2023 (i47r2),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2021),,12/02/2022,02/24/2023,Approved,mmilla@nsf.org,190494
NSF,ANSI/NSF 44-2023 (i52r2),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2021),,12/16/2022,01/15/2023,Approved,mmilla@nsf.org,190884
NSF,ANSI/NSF 44-2023 (i53r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2021),,02/03/2023,03/10/2023,Approved,mmilla@nsf.org,191185
NSF,ANSI/NSF 44-2024 (i55r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2022),,12/15/2023,01/30/2024,Approved,mmilla@nsf.org,193786
NSF,ANSI/NSF 44-2024 (i56r1),Residential Cation Exchange Water Softeners,(revision of ANSI/NSF 44-2022),,02/23/2024,04/09/2024,Approved,mmilla@nsf.org,194511
NSF,ANSI/NSF 455-1-2018 (i1r2),NSF 455-1 - Terminology for the NSF 455 Portfolio of Standards,(new standard),03/17/2017,07/06/2018,08/20/2018,Approved,rbrooker@nsf.org,166665
NSF,ANSI/NSF 455-1-2023 (i4r1),Terminology for the NSF 455 Portfolio of Standards,(revision of ANSI/NSF 455-1-2018 ),,08/18/2023,09/26/2023,Approved,rbrooker@nsf.org,192909
NSF,ANSI/NSF 455-1-2023 (i5r1),Terminology for the NSF 455 Portfolio of Standards,(revision of ANSI/NSF 455-1-2018 ),,08/18/2023,10/04/2023,Approved,rbrooker@nsf.org,192886
NSF,ANSI/NSF 455-1-2023 (i7r1),Terminology for the NSF 455 Portfolio of Standards,(revision of ANSI/NSF 455-1-2018),,08/18/2023,10/10/2023,Approved,rbrooker@nsf.org,192887
NSF,ANSI/NSF 455-1-2024 (i2r1),Terminology for the NSF 455 Portfolio of Standards,(revision of ANSI/NSF 455-1-2018),,08/18/2023,09/27/2024,Approved,rbrooker@nsf.org,192873
NSF,ANSI/NSF 455-2-2018 (i1r3),Good Manufacturing Practices for Dietary Supplements,(new standard),09/05/2014,10/05/2018,11/04/2018,Approved,rbrooker@nsf.org,166664
NSF,ANSI/NSF 455-2-2020 (i2r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2018),,03/06/2020,04/06/2020,Approved,rbrooker@nsf.org,182657
NSF,ANSI/NSF 455-2-2020 (i3r2),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2018),,10/02/2020,11/02/2020,Approved,rbrooker@nsf.org,182676
NSF,ANSI/NSF 455-2-2020 (i4r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2018),,03/06/2020,04/08/2020,Approved,rbrooker@nsf.org,182677
NSF,ANSI/NSF 455-2-2020 (i5r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2019),,03/27/2020,11/05/2020,Approved,rbrooker@nsf.org,182973
NSF,ANSI/NSF 455-2-2020 (i6r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2018),,03/06/2020,04/15/2020,Approved,rbrooker@nsf.org,182678
NSF,ANSI/NSF 455-2-2020 (i7r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2018),,03/06/2020,04/20/2020,Approved,rbrooker@nsf.org,182689
NSF,ANSI/NSF 455-2-2020 (i8r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2018),,10/02/2020,11/01/2020,Approved,rbrooker@nsf.org,184504
NSF,ANSI/NSF 455-2-2021 (i10r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,02/12/2021,03/14/2021,Approved,rbrooker@nsf.org,185463
NSF,ANSI/NSF 455-2-2021 (i11r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,03/05/2021,04/06/2021,Approved,rbrooker@nsf.org,185591
NSF,ANSI/NSF 455-2-2021 (i12r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,03/05/2021,04/13/2021,Approved,rbrooker@nsf.org,185592
NSF,ANSI/NSF 455-2-2021 (i13r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,03/05/2021,06/23/2021,Approved,rbrooker@nsf.org,185593
NSF,ANSI/NSF 455-2-2021 (i15r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,03/05/2021,04/14/2021,Approved,rbrooker@nsf.org,185595
NSF,ANSI/NSF 455-2-2021 (i16r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,03/05/2021,04/15/2021,Approved,rbrooker@nsf.org,185596
NSF,ANSI/NSF 455-2-2021 (i18r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,03/05/2021,04/19/2021,Approved,rbrooker@nsf.org,185598
NSF,ANSI/NSF 455-2-2021 (i20r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,03/05/2021,04/20/2021,Approved,rbrooker@nsf.org,185600
NSF,ANSI/NSF 455-2-2021 (i21r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,07/09/2021,08/08/2021,Approved,rbrooker@nsf.org,186776
NSF,ANSI/NSF 455-2-2021 (i22r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,07/02/2021,08/09/2021,Approved,rbrooker@nsf.org,186773
NSF,ANSI/NSF 455-2-2021 (i24r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,06/04/2021,07/09/2021,Approved,rbrooker@nsf.org,186521
NSF,ANSI/NSF 455-2-2021 (i26r2),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,09/10/2021,10/10/2021,Approved,rbrooker@nsf.org,186907
NSF,ANSI/NSF 455-2-2021 (i28r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,06/04/2021,07/06/2021,Approved,rbrooker@nsf.org,186518
NSF,ANSI/NSF 455-2-2021 (i29r2),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2020),,09/03/2021,10/03/2021,Approved,rbrooker@nsf.org,186931
NSF,ANSI/NSF 455-2-2022 (i23r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2021),,05/13/2022,06/12/2022,Approved,rbrooker@nsf.org,189227
NSF,ANSI/NSF 455-2-2022 (i25r1),Good Manufacturing Practices for Dietary Supplements,(revision of ANSI/NSF 455-2-2021),,05/13/2022,06/15/2022,Approved,rbrooker@nsf.org,189241
